age,job,marital,education,default,balance,housing,loan,contact,month,duration,poutcome,deposit
35.0,technician,married,secondary,no,,yes,no,cellular,nov,644.0,unknown,yes
36.0,admin.,married,secondary,no,1207.0,yes,no,cellular,nov,1792.0,unknown,yes
43.0,self-employed,divorced,secondary,no,347.0,no,no,cellular,nov,1468.0,unknown,yes
,management,married,tertiary,no,3713.0,no,no,cellular,nov,709.0,unknown,yes
,management,married,tertiary,no,3352.0,yes,no,cellular,nov,639.0,success,yes
,blue-collar,married,secondary,no,254.0,yes,no,cellular,nov,1720.0,unknown,yes
32.0,technician,married,tertiary,no,,yes,yes,cellular,nov,276.0,failure,yes
41.0,blue-collar,single,secondary,yes,,no,yes,cellular,nov,477.0,unknown,yes
,blue-collar,single,secondary,no,3043.0,yes,yes,cellular,nov,670.0,unknown,yes
,services,single,secondary,no,,yes,no,cellular,nov,405.0,unknown,yes
32.0,services,single,tertiary,no,,no,no,cellular,nov,531.0,unknown,yes
,technician,single,secondary,no,6402.0,yes,no,cellular,nov,628.0,unknown,yes
36.0,self-employed,single,secondary,no,,no,no,cellular,nov,1192.0,unknown,yes
45.0,technician,married,secondary,no,6993.0,yes,no,cellular,nov,283.0,unknown,yes
47.0,self-employed,married,secondary,no,4420.0,yes,yes,cellular,nov,454.0,unknown,yes
35.0,management,divorced,tertiary,no,,no,yes,cellular,nov,728.0,unknown,yes
36.0,services,married,secondary,no,11462.0,yes,no,cellular,nov,993.0,unknown,yes
33.0,technician,married,tertiary,no,6843.0,no,no,cellular,nov,755.0,other,yes
,blue-collar,married,secondary,no,,yes,yes,cellular,nov,994.0,failure,yes
,services,single,secondary,no,5806.0,yes,no,cellular,nov,1503.0,unknown,yes
,entrepreneur,,,no,,yes,no,cellular,nov,,unknown,yes
47.0,services,married,secondary,no,,no,no,cellular,nov,329.0,unknown,yes
46.0,technician,married,tertiary,no,0.0,no,no,cellular,nov,531.0,failure,yes
39.0,unemployed,single,tertiary,no,7.0,yes,no,cellular,nov,931.0,unknown,yes
30.0,services,married,secondary,no,,yes,no,cellular,nov,593.0,unknown,yes
45.0,self-employed,married,secondary,no,7.0,no,no,cellular,nov,691.0,unknown,yes
,blue-collar,married,secondary,no,699.0,yes,yes,cellular,nov,1258.0,other,yes
53.0,blue-collar,married,primary,no,421.0,yes,no,cellular,nov,677.0,unknown,yes
,technician,married,tertiary,no,4333.0,yes,no,cellular,nov,1490.0,unknown,yes
54.0,management,divorced,secondary,no,300.0,yes,no,cellular,nov,562.0,unknown,yes
30.0,blue-collar,single,secondary,no,7773.0,yes,no,cellular,nov,705.0,unknown,yes
,admin.,married,secondary,no,,no,no,cellular,nov,1035.0,unknown,yes
,management,single,tertiary,no,,no,yes,cellular,nov,,unknown,yes
,management,married,tertiary,no,3401.0,no,no,cellular,nov,253.0,unknown,yes
38.0,entrepreneur,married,tertiary,no,,yes,no,cellular,nov,888.0,failure,yes
37.0,technician,divorced,secondary,no,3068.0,yes,yes,cellular,nov,370.0,other,yes
,services,married,secondary,no,983.0,yes,no,cellular,nov,500.0,failure,yes
59.0,technician,divorced,secondary,no,2396.0,no,no,cellular,nov,488.0,unknown,yes
59.0,retired,married,secondary,no,6888.0,no,no,telephone,nov,1025.0,unknown,yes
,admin.,divorced,secondary,no,2087.0,no,no,cellular,nov,768.0,unknown,yes
32.0,blue-collar,single,primary,no,121.0,yes,no,cellular,nov,758.0,unknown,yes
52.0,entrepreneur,single,tertiary,no,3469.0,yes,no,cellular,nov,653.0,unknown,yes
45.0,blue-collar,married,primary,no,5461.0,yes,no,cellular,nov,841.0,unknown,yes
52.0,blue-collar,married,secondary,no,7119.0,no,yes,telephone,nov,871.0,unknown,yes
,blue-collar,married,tertiary,no,-35.0,no,no,cellular,nov,952.0,unknown,yes
31.0,unemployed,married,secondary,no,314.0,yes,no,cellular,nov,1341.0,failure,yes
39.0,technician,single,secondary,no,18508.0,no,no,cellular,nov,1598.0,unknown,yes
35.0,blue-collar,married,secondary,no,5639.0,yes,no,cellular,nov,945.0,unknown,yes
33.0,services,married,secondary,no,2918.0,no,yes,cellular,nov,1059.0,unknown,yes
,blue-collar,married,primary,no,12519.0,yes,no,cellular,nov,615.0,failure,yes
36.0,management,married,tertiary,no,4069.0,no,no,cellular,nov,517.0,unknown,yes
34.0,admin.,single,tertiary,no,,yes,no,cellular,nov,,unknown,yes
46.0,blue-collar,,,no,,yes,no,cellular,nov,,unknown,yes
47.0,technician,married,secondary,no,,no,no,cellular,nov,591.0,failure,yes
39.0,admin.,single,secondary,no,,yes,yes,telephone,nov,1158.0,unknown,yes
31.0,self-employed,single,tertiary,no,2589.0,no,no,cellular,nov,614.0,unknown,yes
41.0,management,single,tertiary,no,1982.0,no,no,cellular,nov,558.0,unknown,yes
59.0,management,married,tertiary,no,7049.0,no,no,cellular,nov,530.0,failure,yes
39.0,management,divorced,tertiary,no,1968.0,no,no,cellular,nov,648.0,unknown,yes
48.0,housemaid,married,primary,no,7195.0,no,no,cellular,nov,609.0,unknown,yes
50.0,admin.,married,secondary,no,,no,no,cellular,nov,530.0,unknown,yes
31.0,admin.,single,secondary,no,,yes,no,cellular,nov,529.0,unknown,yes
30.0,services,single,secondary,no,,yes,no,cellular,nov,641.0,unknown,yes
31.0,management,married,secondary,no,,yes,no,cellular,nov,,failure,yes
30.0,technician,married,secondary,no,455.0,yes,no,cellular,nov,758.0,unknown,yes
34.0,blue-collar,single,secondary,no,4536.0,yes,no,cellular,nov,963.0,unknown,yes
53.0,blue-collar,married,secondary,no,,yes,no,cellular,nov,,failure,yes
34.0,blue-collar,married,primary,no,3527.0,yes,no,cellular,nov,1022.0,unknown,yes
57.0,management,married,tertiary,no,372.0,no,no,cellular,nov,553.0,unknown,yes
41.0,services,single,secondary,no,,no,no,cellular,nov,372.0,unknown,yes
40.0,admin.,married,primary,no,,yes,yes,cellular,nov,849.0,unknown,yes
37.0,admin.,divorced,secondary,no,1533.0,yes,no,cellular,nov,555.0,unknown,yes
31.0,management,married,tertiary,no,4148.0,yes,no,cellular,nov,316.0,other,yes
,management,married,tertiary,no,96.0,no,no,cellular,nov,850.0,unknown,yes
,unemployed,married,secondary,no,2245.0,no,no,cellular,nov,749.0,unknown,yes
47.0,technician,married,secondary,no,834.0,no,yes,cellular,nov,902.0,other,yes
44.0,management,married,tertiary,no,4119.0,yes,yes,telephone,nov,1074.0,unknown,yes
45.0,technician,married,tertiary,no,-525.0,no,yes,cellular,nov,980.0,unknown,yes
41.0,entrepreneur,,,no,,yes,no,cellular,nov,,unknown,yes
,technician,single,tertiary,no,,yes,no,cellular,nov,654.0,unknown,yes
30.0,student,single,tertiary,no,2766.0,no,no,cellular,nov,834.0,unknown,yes
,student,single,tertiary,no,3300.0,no,no,cellular,nov,,unknown,yes
,management,married,tertiary,no,36.0,no,no,cellular,nov,664.0,unknown,yes
49.0,management,married,tertiary,no,22520.0,no,no,cellular,nov,579.0,unknown,yes
59.0,unemployed,single,primary,no,7724.0,no,no,cellular,nov,373.0,unknown,yes
31.0,unknown,married,secondary,no,111.0,no,no,cellular,nov,504.0,failure,yes
43.0,management,married,tertiary,no,2640.0,no,no,cellular,nov,314.0,unknown,yes
,management,married,tertiary,no,3436.0,no,no,cellular,nov,663.0,unknown,yes
,services,married,secondary,no,0.0,yes,no,cellular,nov,,unknown,yes
35.0,admin.,divorced,secondary,no,3636.0,no,yes,cellular,nov,808.0,unknown,yes
,technician,married,secondary,no,3288.0,yes,no,cellular,nov,775.0,unknown,yes
,management,single,tertiary,no,,yes,no,cellular,nov,705.0,unknown,yes
,blue-collar,married,secondary,no,,no,no,cellular,nov,965.0,unknown,yes
46.0,management,married,secondary,no,149.0,no,no,cellular,nov,1222.0,unknown,yes
46.0,services,divorced,secondary,no,,no,no,cellular,nov,,unknown,yes
37.0,admin.,single,secondary,no,1097.0,yes,no,cellular,nov,1555.0,unknown,yes
42.0,management,married,tertiary,no,1275.0,yes,yes,cellular,nov,925.0,unknown,yes
23.0,unemployed,single,primary,no,1003.0,no,no,telephone,nov,,unknown,yes
,management,divorced,secondary,no,1004.0,no,yes,telephone,dec,119.0,unknown,yes
26.0,unemployed,single,tertiary,no,814.0,no,no,cellular,jan,1387.0,unknown,yes
49.0,technician,married,secondary,no,808.0,yes,no,cellular,jan,,unknown,yes
34.0,unknown,single,secondary,no,859.0,no,no,cellular,jan,829.0,unknown,yes
28.0,unknown,single,secondary,no,,no,no,cellular,jan,769.0,unknown,yes
,technician,divorced,tertiary,no,0.0,no,no,cellular,jan,1199.0,unknown,yes
26.0,unemployed,single,secondary,no,622.0,no,no,cellular,jan,1451.0,unknown,yes
31.0,services,single,secondary,no,1709.0,no,yes,telephone,jan,944.0,unknown,yes
51.0,admin.,single,tertiary,no,394.0,no,no,telephone,jan,968.0,unknown,yes
47.0,blue-collar,married,secondary,no,,yes,no,cellular,jan,1101.0,unknown,yes
53.0,blue-collar,married,primary,yes,-462.0,no,no,cellular,jan,470.0,unknown,yes
29.0,unemployed,single,primary,no,550.0,no,no,cellular,jan,801.0,unknown,yes
,technician,single,secondary,no,540.0,no,yes,cellular,jan,750.0,unknown,yes
,blue-collar,single,primary,no,941.0,no,no,cellular,jan,1165.0,unknown,yes
,management,single,tertiary,no,1361.0,no,no,cellular,jan,1473.0,unknown,yes
,services,single,tertiary,no,-452.0,no,no,cellular,jan,692.0,unknown,yes
49.0,unemployed,married,primary,no,518.0,no,no,cellular,jan,1917.0,unknown,yes
,technician,married,tertiary,no,-71.0,yes,yes,cellular,jan,1451.0,unknown,yes
41.0,management,single,secondary,no,3234.0,yes,no,cellular,jan,2770.0,unknown,yes
36.0,technician,single,secondary,no,98.0,no,no,cellular,jan,771.0,unknown,yes
29.0,services,single,unknown,no,,no,no,cellular,jan,726.0,unknown,yes
,admin.,divorced,secondary,no,936.0,no,no,cellular,jan,931.0,unknown,yes
33.0,entrepreneur,,tertiary,no,,yes,yes,cellular,jan,,unknown,yes
31.0,admin.,divorced,secondary,no,217.0,yes,no,cellular,jan,,unknown,yes
31.0,unemployed,single,primary,no,163.0,no,no,cellular,jan,,other,yes
26.0,services,,,no,,no,no,cellular,jan,,unknown,yes
40.0,technician,single,tertiary,no,,yes,no,cellular,feb,215.0,failure,yes
45.0,unemployed,married,secondary,no,2040.0,no,no,telephone,feb,803.0,unknown,yes
55.0,technician,married,secondary,yes,-308.0,no,no,cellular,feb,781.0,unknown,yes
29.0,technician,single,tertiary,no,,no,no,cellular,feb,125.0,unknown,yes
47.0,management,,,no,,no,no,cellular,feb,,unknown,yes
,unemployed,divorced,unknown,no,1088.0,no,no,cellular,feb,749.0,unknown,yes
44.0,unemployed,married,secondary,no,0.0,yes,no,cellular,feb,699.0,failure,yes
56.0,unemployed,,secondary,no,,no,no,telephone,feb,,unknown,yes
39.0,student,single,tertiary,no,2103.0,no,no,cellular,feb,588.0,unknown,yes
,retired,,,no,,no,no,telephone,feb,,unknown,yes
43.0,management,divorced,secondary,no,51.0,no,no,cellular,feb,430.0,unknown,yes
36.0,admin.,married,secondary,no,96.0,no,no,cellular,feb,302.0,unknown,yes
29.0,admin.,single,secondary,no,1027.0,yes,no,cellular,feb,177.0,unknown,yes
38.0,management,married,tertiary,no,,yes,no,cellular,feb,626.0,unknown,yes
41.0,services,divorced,secondary,no,,yes,no,cellular,feb,938.0,unknown,yes
58.0,management,divorced,tertiary,no,,no,no,cellular,feb,521.0,unknown,yes
61.0,management,married,tertiary,no,,no,no,cellular,feb,670.0,unknown,yes
,management,married,tertiary,no,,no,no,cellular,feb,285.0,unknown,yes
,self-employed,single,tertiary,no,,yes,no,cellular,feb,402.0,unknown,yes
43.0,admin.,single,secondary,no,-247.0,yes,yes,cellular,feb,751.0,failure,yes
,services,married,secondary,no,52.0,no,no,telephone,feb,1420.0,unknown,yes
48.0,blue-collar,single,primary,no,623.0,yes,no,cellular,feb,1425.0,unknown,yes
,student,single,secondary,no,0.0,no,no,cellular,feb,1223.0,unknown,yes
51.0,technician,married,secondary,no,100.0,no,no,cellular,feb,467.0,unknown,yes
37.0,management,married,tertiary,no,4089.0,yes,no,cellular,feb,289.0,other,yes
29.0,technician,single,tertiary,no,1669.0,no,no,cellular,feb,297.0,unknown,yes
57.0,admin.,married,secondary,no,169.0,no,no,cellular,feb,369.0,unknown,yes
25.0,admin.,single,secondary,no,483.0,no,yes,cellular,feb,189.0,unknown,yes
68.0,retired,,,no,,no,no,cellular,feb,,unknown,yes
34.0,management,married,tertiary,no,0.0,yes,no,cellular,feb,251.0,unknown,yes
,technician,divorced,secondary,no,902.0,yes,no,cellular,feb,650.0,unknown,yes
54.0,technician,,,no,,yes,no,cellular,feb,,failure,yes
32.0,management,single,tertiary,no,2360.0,no,no,cellular,feb,152.0,other,yes
41.0,blue-collar,,,no,,yes,no,cellular,feb,,unknown,yes
48.0,technician,single,secondary,no,-92.0,yes,no,cellular,feb,1393.0,unknown,yes
59.0,retired,,secondary,no,,no,no,cellular,feb,,unknown,yes
39.0,unemployed,single,secondary,no,-114.0,yes,no,cellular,feb,372.0,unknown,yes
31.0,management,married,tertiary,no,1331.0,no,no,cellular,feb,182.0,success,yes
30.0,entrepreneur,single,secondary,no,732.0,no,no,cellular,feb,1404.0,unknown,yes
40.0,management,married,tertiary,no,,no,no,telephone,feb,1776.0,unknown,yes
28.0,self-employed,married,tertiary,no,0.0,yes,no,cellular,feb,546.0,failure,yes
52.0,management,married,tertiary,no,-970.0,yes,no,cellular,feb,489.0,unknown,yes
32.0,technician,single,tertiary,no,1246.0,yes,no,cellular,feb,192.0,unknown,yes
,management,married,tertiary,no,73.0,no,no,cellular,feb,,unknown,yes
31.0,unemployed,single,primary,no,406.0,no,no,cellular,feb,736.0,unknown,yes
,admin.,married,secondary,no,4391.0,no,no,telephone,feb,1416.0,unknown,yes
31.0,self-employed,,,no,,no,no,cellular,feb,,unknown,yes
,management,married,tertiary,no,1441.0,yes,no,cellular,feb,80.0,unknown,yes
,retired,divorced,primary,no,3881.0,yes,no,cellular,feb,136.0,unknown,yes
,admin.,single,secondary,no,678.0,yes,no,cellular,feb,1579.0,failure,yes
31.0,management,married,tertiary,no,141.0,yes,no,cellular,feb,572.0,other,yes
41.0,self-employed,single,tertiary,no,-94.0,yes,no,cellular,feb,1164.0,failure,yes
22.0,admin.,single,tertiary,no,897.0,yes,no,cellular,feb,133.0,unknown,yes
31.0,unemployed,single,secondary,no,,no,no,cellular,feb,974.0,unknown,yes
69.0,retired,married,primary,no,324.0,no,no,cellular,feb,136.0,unknown,yes
30.0,self-employed,married,tertiary,no,2666.0,no,no,cellular,feb,467.0,unknown,yes
,blue-collar,divorced,secondary,no,10613.0,no,yes,cellular,feb,1226.0,unknown,yes
29.0,management,single,tertiary,no,697.0,no,no,cellular,feb,206.0,unknown,yes
43.0,blue-collar,married,secondary,no,953.0,yes,no,cellular,feb,765.0,unknown,yes
,services,single,primary,no,198.0,no,no,cellular,feb,976.0,unknown,yes
56.0,unemployed,single,primary,no,1110.0,no,no,cellular,feb,945.0,unknown,yes
39.0,admin.,married,secondary,no,130.0,yes,yes,cellular,feb,,unknown,yes
,blue-collar,married,secondary,no,315.0,no,no,cellular,feb,146.0,unknown,yes
38.0,technician,married,tertiary,no,,no,no,cellular,feb,1381.0,unknown,yes
30.0,admin.,,,no,,yes,no,cellular,feb,,unknown,yes
29.0,technician,married,secondary,no,273.0,no,no,cellular,feb,2775.0,unknown,yes
69.0,management,married,tertiary,no,840.0,no,no,telephone,feb,,unknown,yes
44.0,management,married,tertiary,no,309.0,yes,no,cellular,feb,676.0,unknown,yes
35.0,management,single,tertiary,no,,no,no,cellular,feb,699.0,unknown,yes
31.0,technician,single,tertiary,no,1109.0,no,no,cellular,feb,,failure,yes
26.0,entrepreneur,single,secondary,no,101.0,yes,no,cellular,feb,810.0,failure,yes
,entrepreneur,single,tertiary,no,725.0,no,no,cellular,feb,1916.0,other,yes
34.0,unemployed,married,primary,no,309.0,no,no,cellular,feb,578.0,unknown,yes
42.0,technician,single,secondary,no,541.0,yes,no,cellular,feb,656.0,unknown,yes
54.0,services,married,unknown,no,,yes,no,cellular,feb,,other,yes
53.0,management,married,tertiary,no,,no,no,cellular,feb,158.0,unknown,yes
54.0,technician,married,secondary,no,,no,no,telephone,feb,,unknown,yes
48.0,entrepreneur,single,tertiary,no,318.0,yes,no,cellular,feb,1017.0,unknown,yes
40.0,unemployed,married,primary,no,,yes,no,cellular,feb,1661.0,unknown,yes
28.0,technician,single,tertiary,no,676.0,no,no,cellular,feb,,unknown,yes
34.0,entrepreneur,married,tertiary,no,,yes,no,cellular,feb,,unknown,yes
34.0,management,single,tertiary,no,,no,no,cellular,feb,,unknown,yes
32.0,management,single,tertiary,no,0.0,no,no,cellular,feb,550.0,unknown,yes
,services,single,secondary,no,13.0,no,yes,cellular,feb,1019.0,unknown,yes
31.0,management,single,tertiary,no,,yes,no,cellular,feb,158.0,success,yes
,technician,married,secondary,no,,no,no,cellular,feb,,unknown,yes
37.0,technician,single,tertiary,no,6101.0,no,no,cellular,feb,141.0,unknown,yes
33.0,management,married,tertiary,no,158.0,no,no,cellular,feb,,unknown,yes
,management,married,tertiary,no,346.0,no,no,cellular,feb,178.0,unknown,yes
33.0,blue-collar,single,secondary,no,,no,no,cellular,feb,860.0,unknown,yes
56.0,management,married,tertiary,no,616.0,no,no,cellular,feb,156.0,unknown,yes
26.0,services,single,tertiary,no,1140.0,yes,no,cellular,feb,984.0,unknown,yes
59.0,retired,divorced,tertiary,no,3444.0,no,no,cellular,feb,,unknown,yes
32.0,blue-collar,married,secondary,no,1879.0,no,no,cellular,feb,591.0,unknown,yes
,student,,secondary,no,,no,no,cellular,feb,,unknown,yes
34.0,management,married,tertiary,no,0.0,no,no,cellular,feb,787.0,other,yes
39.0,services,married,tertiary,no,1493.0,no,no,cellular,feb,,unknown,yes
28.0,technician,single,secondary,no,,no,no,cellular,feb,1183.0,unknown,yes
31.0,self-employed,single,tertiary,no,1815.0,no,no,telephone,feb,1541.0,unknown,yes
33.0,blue-collar,single,tertiary,no,700.0,no,no,cellular,feb,,success,yes
66.0,retired,married,primary,no,206.0,no,no,cellular,feb,479.0,unknown,yes
26.0,admin.,single,secondary,no,255.0,no,no,cellular,feb,190.0,unknown,yes
30.0,admin.,single,secondary,no,270.0,no,no,cellular,feb,123.0,unknown,yes
28.0,technician,single,tertiary,no,,no,no,cellular,feb,,unknown,yes
,technician,single,tertiary,no,673.0,yes,no,cellular,feb,835.0,unknown,yes
49.0,services,married,secondary,no,320.0,no,no,telephone,feb,1971.0,unknown,yes
34.0,admin.,married,secondary,no,0.0,yes,no,cellular,feb,97.0,failure,yes
47.0,blue-collar,married,secondary,no,292.0,no,no,cellular,feb,277.0,unknown,yes
42.0,technician,married,tertiary,no,757.0,no,no,cellular,feb,154.0,unknown,yes
,management,married,tertiary,no,,no,no,cellular,feb,147.0,unknown,yes
,retired,married,tertiary,no,1257.0,no,no,cellular,feb,503.0,unknown,yes
35.0,technician,single,secondary,no,1693.0,yes,no,cellular,feb,515.0,unknown,yes
,blue-collar,married,secondary,no,5060.0,no,no,cellular,feb,154.0,success,yes
31.0,management,divorced,tertiary,no,373.0,no,no,cellular,feb,132.0,unknown,yes
33.0,management,married,secondary,no,369.0,no,no,cellular,feb,446.0,unknown,yes
69.0,retired,married,primary,no,,no,no,cellular,feb,354.0,unknown,yes
30.0,services,single,secondary,no,1599.0,no,no,cellular,feb,152.0,unknown,yes
41.0,technician,married,secondary,no,1066.0,no,no,cellular,feb,109.0,unknown,yes
31.0,management,married,tertiary,no,,yes,no,cellular,feb,280.0,unknown,yes
22.0,student,single,secondary,no,381.0,no,no,cellular,feb,227.0,unknown,yes
37.0,admin.,married,secondary,no,1314.0,yes,no,cellular,feb,118.0,failure,yes
,management,single,tertiary,no,,no,no,cellular,feb,262.0,unknown,yes
85.0,retired,married,primary,no,12114.0,no,no,telephone,feb,165.0,unknown,yes
72.0,retired,married,tertiary,no,,no,no,cellular,feb,,unknown,yes
46.0,admin.,divorced,secondary,no,2232.0,no,no,cellular,feb,121.0,unknown,yes
26.0,technician,single,tertiary,no,11862.0,no,no,cellular,feb,119.0,unknown,yes
,technician,married,tertiary,no,127.0,yes,no,cellular,feb,71.0,unknown,yes
53.0,management,divorced,tertiary,no,2152.0,no,no,cellular,feb,75.0,unknown,yes
33.0,management,single,tertiary,no,3552.0,no,no,cellular,feb,158.0,failure,yes
